,Titles,Scores,title_keywords,title_keywords_2,title_keywords_3,title_keywords_v,title_keywords_v2
135,How much does background ionizing radiation contribute to ageing?,4,"[('ionizing', 0.8948), ('background', 0.8804), ('contribute', 0.8196), ('does', 0.8051)]","[('background ionizing', 0.9243), ('radiation contribute', 0.9099), ('contribute ageing', 0.8794), ('does background', 0.8671), ('does', 0.8051)]","[('radiation contribute ageing', 0.9409), ('background ionizing radiation', 0.9333), ('ionizing radiation contribute', 0.9263), ('does background', 0.8671)]","[('radiation', 0.8873)]","[('radiation', 0.8873), ('background', 0.8804)]"
136,How much do background electromagnetic waves and fields contribute to ageing?,4,"[('electromagnetic', 0.8868), ('background', 0.8755), ('waves', 0.8557), ('contribute', 0.8422)]","[('background electromagnetic', 0.9145), ('contribute ageing', 0.8988), ('electromagnetic waves', 0.8898), ('fields contribute', 0.8768), ('waves fields', 0.8726)]","[('background electromagnetic waves', 0.9244), ('fields contribute ageing', 0.9157), ('waves fields contribute', 0.8977), ('electromagnetic', 0.8868)]","[('electromagnetic waves', 0.8898), ('background', 0.8755), ('fields', 0.8535)]","[('electromagnetic waves', 0.8898), ('fields', 0.8535)]"
137,How much does gravity contribute to musculoskeletal and cardiovascular systems ageing?,4,"[('gravity', 0.8954), ('musculoskeletal', 0.8738), ('cardiovascular', 0.8701), ('contribute', 0.843)]","[('gravity contribute', 0.9194), ('musculoskeletal cardiovascular', 0.8775), ('does', 0.8291), ('systems', 0.8285)]","[('gravity contribute musculoskeletal', 0.9436), ('gravity', 0.8954), ('cardiovascular systems ageing', 0.8893), ('musculoskeletal cardiovascular', 0.8775), ('does', 0.8291)]","[('gravity', 0.8954), ('cardiovascular systems', 0.8628)]","[('gravity', 0.8954), ('cardiovascular systems ageing', 0.8893)]"
138,How much do environmental heat and cold contribute to ageing?,4,"[('heat', 0.8795), ('cold', 0.8767), ('environmental', 0.8738), ('contribute', 0.8307)]","[('cold contribute', 0.9118), ('environmental heat', 0.9116), ('contribute ageing', 0.9046), ('heat cold', 0.8843)]","[('cold contribute ageing', 0.9505), ('heat cold contribute', 0.9202), ('environmental heat', 0.9116), ('contribute', 0.8307)]","[('cold contribute', 0.9118), ('environmental heat', 0.9116)]","[('cold contribute', 0.9118), ('environmental heat', 0.9116)]"
139,"How much does UV radiation contribute to skin, eye and hair ageing?",4,"[('uv', 0.9095), ('hair', 0.8778), ('eye', 0.8743), ('contribute', 0.8397)]","[('uv radiation', 0.9153), ('radiation contribute', 0.9084), ('hair ageing', 0.8965), ('contribute skin', 0.8827), ('eye', 0.8743)]","[('uv radiation contribute', 0.9373), ('radiation contribute skin', 0.9337), ('eye hair ageing', 0.9106), ('contribute skin eye', 0.9003), ('skin', 0.8834)]","[('uv radiation', 0.9153), ('hair ageing', 0.8965), ('skin', 0.8834), ('eye', 0.8743)]","[('uv radiation', 0.9153), ('hair ageing', 0.8965), ('skin', 0.8834), ('eye', 0.8743)]"
140,How much does the lack of sleep contribute to ageing?,4,"[('sleep', 0.8918), ('lack', 0.8657), ('contribute', 0.8266), ('does', 0.8196)]","[('sleep contribute', 0.9254), ('lack sleep', 0.9166), ('contribute ageing', 0.892), ('does lack', 0.8496)]","[('sleep contribute ageing', 0.9539), ('lack sleep contribute', 0.9444), ('sleep', 0.8918), ('does lack', 0.8496), ('contribute', 0.8266)]","[('sleep', 0.8918), ('lack', 0.8657)]","[('sleep', 0.8918), ('lack', 0.8657)]"
141,How much does insulin growth factor 1 contribute to ageing?,4,"[('insulin', 0.8897), ('factor', 0.8814), ('growth', 0.8669), ('contribute', 0.8447)]","[('growth factor', 0.9163), ('insulin growth', 0.9086), ('contribute ageing', 0.8916), ('factor contribute', 0.8889), ('does insulin', 0.8686)]","[('insulin growth factor', 0.9327), ('growth factor contribute', 0.9276), ('contribute ageing', 0.8916), ('factor', 0.8814), ('does', 0.8166)]","[('insulin growth factor', 0.9327)]","[('insulin growth factor', 0.9327)]"
142,How much does somatotropin contribute to ageing?,4,"[('somatotropin', 0.9271), ('contribute', 0.8346), ('does', 0.8278)]","[('somatotropin contribute', 0.943), ('somatotropin', 0.9271), ('contribute ageing', 0.8824), ('does', 0.8278)]","[('somatotropin contribute ageing', 0.968), ('does somatotropin contribute', 0.9413), ('contribute', 0.8346), ('does', 0.8278)]","[('somatotropin', 0.9271)]","[('somatotropin', 0.9271)]"
143,How much does thyroxine contribute to aging?,4,"[('thyroxine', 0.9181), ('contribute', 0.8288), ('does', 0.8249)]","[('thyroxine contribute', 0.9357), ('does thyroxine', 0.9013), ('contribute aging', 0.8771), ('does', 0.8249)]","[('thyroxine contribute aging', 0.9699), ('does thyroxine contribute', 0.9315), ('thyroxine', 0.9181), ('does', 0.8249)]","[('thyroxine', 0.9181)]","[('thyroxine', 0.9181)]"
144,How much does prolactin contribute to ageing?,4,"[('prolactin', 0.9213), ('contribute', 0.8377), ('does', 0.8253)]","[('prolactin contribute', 0.9392), ('does prolactin', 0.9052), ('contribute ageing', 0.8786), ('does', 0.8253)]","[('prolactin contribute ageing', 0.9669), ('does prolactin contribute', 0.9361), ('does prolactin', 0.9052), ('contribute', 0.8377), ('does', 0.8253)]","[('prolactin', 0.9213)]","[('prolactin', 0.9213)]"
145,How much does oxytocin contribute to ageing?,4,"[('oxytocin', 0.919), ('contribute', 0.8277), ('does', 0.8229)]","[('oxytocin contribute', 0.9384), ('does oxytocin', 0.9041), ('contribute ageing', 0.8735), ('does', 0.8229)]","[('oxytocin contribute ageing', 0.9654), ('does oxytocin contribute', 0.9348), ('contribute', 0.8277), ('does', 0.8229)]","[('oxytocin', 0.919)]","[('oxytocin', 0.919)]"
146,How much does testosterone contribute to ageing?,4,"[('testosterone', 0.9258), ('contribute', 0.8303), ('does', 0.8249)]","[('testosterone contribute', 0.9446), ('does testosterone', 0.9104), ('contribute ageing', 0.8776), ('does', 0.8249)]","[('testosterone contribute ageing', 0.9681), ('does testosterone contribute', 0.9413), ('testosterone', 0.9258), ('does', 0.8249)]","[('testosterone', 0.9258)]","[('testosterone', 0.9258)]"
147,How much does estrogen contribute to ageing?,4,"[('estrogen', 0.9213), ('does', 0.8177), ('contribute', 0.8164)]","[('estrogen contribute', 0.9356), ('does estrogen', 0.9123), ('contribute ageing', 0.8649), ('does', 0.8177)]","[('estrogen contribute ageing', 0.9688), ('does estrogen contribute', 0.9347), ('estrogen', 0.9213), ('does', 0.8177)]","[('estrogen', 0.9213)]","[('estrogen', 0.9213)]"
148,How much does autoimmunity contribute to ageing?,4,"[('autoimmunity', 0.9234), ('contribute', 0.8473), ('does', 0.814)]","[('autoimmunity contribute', 0.9413), ('does autoimmunity', 0.9057), ('contribute ageing', 0.8952), ('does', 0.814)]","[('autoimmunity contribute ageing', 0.9645), ('does autoimmunity contribute', 0.9391), ('does autoimmunity', 0.9057), ('contribute', 0.8473), ('does', 0.814)]","[('autoimmunity', 0.9234)]","[('autoimmunity', 0.9234)]"
149,How much does the immune response to mutated cells contribute to ageing?,4,"[('immune', 0.8803), ('mutated', 0.8741), ('cells', 0.8551), ('contribute', 0.839)]","[('mutated cells', 0.8995), ('contribute ageing', 0.8918), ('cells contribute', 0.8807), ('does immune', 0.8575), ('response', 0.851)]","[('immune response mutated', 0.9272), ('cells contribute ageing', 0.9221), ('mutated cells contribute', 0.9208), ('does immune', 0.8575), ('does', 0.8097)]","[('immune response', 0.8954), ('cells', 0.8551)]","[('immune response', 0.8954), ('cells', 0.8551)]"
150,How much does suboptimal telomerase activity contribute to ageing?,4,"[('telomerase', 0.9046), ('suboptimal', 0.8869), ('activity', 0.8562), ('contribute', 0.8128)]","[('suboptimal telomerase', 0.9496), ('telomerase activity', 0.9187), ('contribute ageing', 0.8687), ('activity', 0.8562), ('does', 0.8135)]","[('suboptimal telomerase activity', 0.9633), ('telomerase activity contribute', 0.9312), ('contribute ageing', 0.8687), ('activity', 0.8562), ('does', 0.8135)]","[('suboptimal telomerase activity', 0.9633)]","[('suboptimal telomerase activity', 0.9633)]"
151,How much does chromosomal DNA damage contribute to ageing?,4,"[('damage', 0.8908), ('chromosomal', 0.8901), ('dna', 0.8797), ('contribute', 0.8359)]","[('dna damage', 0.91), ('damage contribute', 0.9099), ('contribute ageing', 0.8871), ('does chromosomal', 0.8689), ('does', 0.8253)]","[('chromosomal dna damage', 0.9366), ('damage contribute', 0.9099), ('contribute ageing', 0.8871), ('dna', 0.8797), ('does', 0.8253)]","[('chromosomal dna damage', 0.9366)]","[('chromosomal dna damage', 0.9366)]"
152,How much do chromosomal mutations contribute to ageing?,4,"[('chromosomal', 0.8938), ('mutations', 0.8862), ('contribute', 0.842)]","[('chromosomal mutations', 0.9296), ('mutations contribute', 0.91), ('chromosomal', 0.8938), ('contribute ageing', 0.8906)]","[('chromosomal mutations contribute', 0.9513), ('mutations contribute ageing', 0.9328), ('chromosomal', 0.8938), ('contribute', 0.842)]","[('chromosomal mutations', 0.9296)]","[('chromosomal mutations', 0.9296)]"
153,How much do mutations in promoter and regulatory regions contribute to ageing?,4,"[('mutations', 0.8994), ('promoter', 0.8718), ('regulatory', 0.8567), ('contribute', 0.8398)]","[('mutations promoter', 0.9181), ('contribute ageing', 0.896), ('regions contribute', 0.8761), ('regulatory', 0.8567)]","[('mutations promoter regulatory', 0.931), ('regulatory regions contribute', 0.9045), ('regions contribute ageing', 0.9039), ('mutations', 0.8994), ('contribute ageing', 0.896)]","[('mutations', 0.8994), ('regulatory regions', 0.8789), ('promoter', 0.8718)]","[('mutations', 0.8994), ('regulatory regions', 0.8789), ('promoter', 0.8718)]"
154,How much do errors in DNA replication contribute to ageing?,4,"[('errors', 0.8859), ('replication', 0.8769), ('dna', 0.8623), ('contribute', 0.8302)]","[('errors dna', 0.9139), ('replication contribute', 0.9087), ('contribute ageing', 0.8913), ('replication', 0.8769), ('dna', 0.8623)]","[('replication contribute ageing', 0.9369), ('dna replication contribute', 0.9251), ('errors dna', 0.9139), ('dna replication', 0.8953)]","[('dna replication', 0.8953), ('errors', 0.8859)]","[('dna replication', 0.8953), ('errors', 0.8859)]"
155,How much does deregulation of DNA methylation contribute to ageing?,4,"[('deregulation', 0.8985), ('methylation', 0.8912), ('dna', 0.8634), ('contribute', 0.8186)]","[('methylation contribute', 0.9109), ('dna methylation', 0.9069), ('does deregulation', 0.8776), ('dna', 0.8634)]","[('methylation contribute ageing', 0.9446), ('deregulation dna methylation', 0.933), ('does deregulation', 0.8776), ('dna', 0.8634)]","[('dna methylation', 0.9069), ('deregulation', 0.8985)]","[('dna methylation', 0.9069), ('deregulation', 0.8985)]"
156,How much does excessive cell apoptosis contribute to ageing?,4,"[('apoptosis', 0.9003), ('excessive', 0.8866), ('contribute', 0.8393), ('does', 0.8211)]","[('apoptosis contribute', 0.926), ('contribute ageing', 0.8951), ('excessive', 0.8866), ('cell', 0.8659)]","[('apoptosis contribute ageing', 0.9511), ('excessive cell apoptosis', 0.949), ('cell apoptosis', 0.9077), ('does excessive', 0.8748), ('cell', 0.8659)]","[('excessive cell apoptosis', 0.949)]","[('excessive cell apoptosis', 0.949)]"
157,How much does suboptimal cell proliferation contribute to ageing?,4,"[('proliferation', 0.8882), ('suboptimal', 0.8881), ('contribute', 0.8187), ('does', 0.8109)]","[('suboptimal cell', 0.911), ('proliferation contribute', 0.9077), ('cell', 0.865), ('does', 0.8109)]","[('suboptimal cell proliferation', 0.9483), ('cell proliferation contribute', 0.9188), ('contribute ageing', 0.8766), ('cell', 0.865), ('does', 0.8109)]","[('suboptimal cell proliferation', 0.9483)]","[('suboptimal cell proliferation', 0.9483)]"
158,How much does SASP contribute to ageing?,4,"[('sasp', 0.9188), ('contribute', 0.8464), ('does', 0.8143)]","[('sasp contribute', 0.9328), ('sasp', 0.9188), ('contribute ageing', 0.9009), ('does', 0.8143)]","[('sasp contribute ageing', 0.9657), ('does sasp contribute', 0.9255), ('sasp', 0.9188), ('contribute', 0.8464), ('does', 0.8143)]","[('sasp', 0.9188)]","[('sasp', 0.9188)]"
159,How much does telomere shortening contribute to ageing?,4,"[('telomere', 0.9057), ('shortening', 0.8895), ('contribute', 0.8256), ('does', 0.819)]","[('telomere shortening', 0.9434), ('shortening contribute', 0.9123), ('telomere', 0.9057), ('contribute ageing', 0.8872), ('does', 0.819)]","[('telomere shortening contribute', 0.9637), ('shortening contribute ageing', 0.9366), ('telomere', 0.9057), ('does', 0.819)]","[('telomere shortening', 0.9434)]","[('shortening', 0.8895)]"
160,How much does the accumulation of intracellular and extracellular waste contribute to ageing?,4,"[('accumulation', 0.8897), ('waste', 0.8741), ('intracellular', 0.8731), ('contribute', 0.8463)]","[('accumulation intracellular', 0.9082), ('contribute ageing', 0.8941), ('waste', 0.8741), ('extracellular', 0.8708), ('does', 0.8203)]","[('waste contribute ageing', 0.9303), ('extracellular waste contribute', 0.9242), ('accumulation intracellular extracellular', 0.9123), ('does accumulation', 0.8649), ('does', 0.8203)]","[('extracellular waste', 0.8964), ('accumulation', 0.8897)]","[('extracellular waste', 0.8964), ('accumulation', 0.8897)]"
161,How much does deregulation of cellular signaling contribute to ageing?,4,"[('deregulation', 0.8917), ('signaling', 0.861), ('cellular', 0.8583), ('contribute', 0.8284)]","[('deregulation cellular', 0.9099), ('signaling contribute', 0.8896), ('cellular signaling', 0.8859), ('does', 0.8176)]","[('signaling contribute ageing', 0.9315), ('does deregulation cellular', 0.8931), ('cellular signaling', 0.8859), ('contribute', 0.8284), ('does', 0.8176)]","[('deregulation', 0.8917), ('cellular signaling', 0.8859)]","[('cellular signaling contribute', 0.9051), ('deregulation', 0.8917)]"
162,How much does excessive cell death contribute to ageing?,4,"[('excessive', 0.8868), ('cell', 0.8674), ('death', 0.8591), ('contribute', 0.8335)]","[('excessive cell', 0.9235), ('death contribute', 0.9092), ('contribute ageing', 0.8949), ('death', 0.8591), ('does', 0.8194)]","[('excessive cell death', 0.9462), ('cell death contribute', 0.9318), ('death contribute ageing', 0.928), ('contribute ageing', 0.8949), ('does', 0.8194)]","[('excessive cell death', 0.9462)]","[('excessive cell death', 0.9462)]"
163,How much do suboptimal cell proliferation and renewal contribute to ageing?,4,"[('proliferation', 0.8819), ('suboptimal', 0.8795), ('renewal', 0.8673), ('contribute', 0.8187)]","[('suboptimal cell', 0.8988), ('cell proliferation', 0.8936), ('renewal contribute', 0.8924), ('contribute ageing', 0.8769)]","[('suboptimal cell proliferation', 0.9352), ('renewal contribute ageing', 0.917), ('cell proliferation renewal', 0.8993), ('cell', 0.8583)]","[('suboptimal cell proliferation', 0.9352), ('renewal', 0.8673)]","[('suboptimal cell proliferation', 0.9352), ('renewal', 0.8673)]"
164,How much does disproportionally high apoptosis threshold contribute to ageing?,4,"[('apoptosis', 0.8928), ('disproportionally', 0.8913), ('threshold', 0.8708), ('high', 0.8583)]","[('apoptosis threshold', 0.9229), ('high apoptosis', 0.9199), ('contribute ageing', 0.8756), ('does disproportionally', 0.871), ('high', 0.8583)]","[('disproportionally high apoptosis', 0.9501), ('apoptosis threshold', 0.9229), ('threshold contribute ageing', 0.9169), ('disproportionally', 0.8913), ('does', 0.8131)]","[('high apoptosis threshold', 0.9385)]","[('high apoptosis threshold', 0.9385)]"
165,How many individual animals survive long enough in the wild to experience ageing?,4,"[('survive', 0.8737), ('wild', 0.8708), ('individual', 0.8663), ('long', 0.8624)]","[('survive long', 0.9143), ('long wild', 0.8925), ('individual animals', 0.8859), ('wild experience', 0.868)]","[('survive long wild', 0.9318), ('wild experience ageing', 0.916), ('animals survive', 0.9099), ('individual animals', 0.8859)]","[('many individual animals', 0.9054), ('wild', 0.8708)]","[('many individual animals', 0.9054), ('wild', 0.8708)]"
166,"How much slower is ageing in better-adapted (e.g. no predators due to size, protective shells, protected environment, plenty of food) animals?",4,"[('better', 0.8826), ('shells', 0.8551), ('adapted', 0.8532), ('predators', 0.8524)]","[('ageing better', 0.9261), ('slower', 0.8884), ('adapted predators', 0.882), ('size protective', 0.8596), ('food', 0.8541)]","[('ageing better adapted', 0.9373), ('slower', 0.8884), ('predators size protective', 0.8762), ('shells', 0.8551), ('environment', 0.8315)]","[('animals', 0.8845), ('protective shells', 0.8589), ('size', 0.8541), ('food', 0.8541), ('predators', 0.8524)]","[('animals', 0.8845), ('protective shells', 0.8589), ('size', 0.8541), ('food', 0.8541), ('predators', 0.8524)]"
167,"How much does economical distribution of resources (e.g. to reproduction, fight or flight, or hibernation, instead of reparation) contribute to ageing?",4,"[('economical', 0.8714), ('reparation', 0.8698), ('distribution', 0.8539), ('hibernation', 0.8538)]","[('reparation contribute', 0.8859), ('economical distribution', 0.8833), ('resources reproduction', 0.8747), ('hibernation instead', 0.8516)]","[('reparation contribute ageing', 0.9141), ('resources reproduction fight', 0.874), ('does economical distribution', 0.8731), ('flight hibernation instead', 0.837), ('does', 0.8342)]","[('economical distribution', 0.8833), ('reparation', 0.8698), ('reproduction', 0.8684), ('hibernation', 0.8538)]","[('economical distribution', 0.8833), ('reparation', 0.8698), ('reproduction', 0.8684), ('hibernation', 0.8538)]"
168,How much does continuation of developmental programs contribute to ageing?,4,"[('continuation', 0.8809), ('developmental', 0.8728), ('programs', 0.8488), ('contribute', 0.833)]","[('continuation developmental', 0.9111), ('contribute ageing', 0.882), ('developmental', 0.8728), ('programs', 0.8488), ('does', 0.8198)]","[('continuation developmental programs', 0.918), ('programs contribute ageing', 0.9132), ('developmental programs contribute', 0.91), ('contribute ageing', 0.882), ('does', 0.8198)]","[('continuation', 0.8809), ('developmental programs', 0.8791)]","[('continuation', 0.8809), ('developmental programs', 0.8791)]"
169,Is ageing required to leave room for descendants?,4,"[('descendants', 0.8887), ('leave', 0.8671), ('room', 0.8502), ('required', 0.8473)]","[('room descendants', 0.9148), ('ageing required', 0.9071), ('descendants', 0.8887), ('leave', 0.8671), ('required', 0.8473)]","[('leave room descendants', 0.9365), ('ageing required', 0.9071), ('descendants', 0.8887), ('required leave', 0.8836), ('room', 0.8502)]","[('descendants', 0.8887), ('room', 0.8502)]","[('descendants', 0.8887), ('room', 0.8502)]"
170,How much of ageing is orchestrated by an internal clock?,4,"[('orchestrated', 0.8933), ('clock', 0.8932), ('internal', 0.8749)]","[('ageing orchestrated', 0.9343), ('internal clock', 0.9168), ('orchestrated internal', 0.9126), ('clock', 0.8932)]","[('ageing orchestrated internal', 0.9539), ('orchestrated internal clock', 0.9338), ('clock', 0.8932), ('internal', 0.8749)]","[('internal clock', 0.9168)]","[('internal clock', 0.9168)]"
171,How much do paracrine factors contribute to ageing?,4,"[('paracrine', 0.9138), ('factors', 0.8818), ('contribute', 0.8554)]","[('paracrine factors', 0.9327), ('contribute ageing', 0.904), ('factors contribute', 0.9036), ('contribute', 0.8554)]","[('paracrine factors contribute', 0.9456), ('factors contribute ageing', 0.9222), ('paracrine', 0.9138), ('contribute', 0.8554)]","[('paracrine factors', 0.9327)]","[('paracrine factors', 0.9327)]"
172,How much does cell depletion contribute to ageing?,4,"[('depletion', 0.8983), ('cell', 0.8655), ('contribute', 0.828), ('does', 0.8176)]","[('cell depletion', 0.9273), ('depletion contribute', 0.9261), ('contribute ageing', 0.8899), ('does', 0.8176)]","[('depletion contribute ageing', 0.9522), ('cell depletion contribute', 0.952), ('does cell depletion', 0.9215), ('does cell', 0.8419)]","[('cell depletion', 0.9273)]","[('cell depletion contribute', 0.952)]"
173,How much does accumulation of malfunctioning cells contribute to ageing?,4,"[('accumulation', 0.8936), ('malfunctioning', 0.8805), ('cells', 0.867), ('contribute', 0.8359)]","[('accumulation malfunctioning', 0.9136), ('malfunctioning cells', 0.91), ('cells contribute', 0.8864), ('does', 0.8152)]","[('accumulation malfunctioning cells', 0.943), ('malfunctioning cells contribute', 0.9371), ('contribute ageing', 0.9007), ('accumulation', 0.8936), ('does', 0.8152)]","[('accumulation', 0.8936), ('cells', 0.867)]","[('malfunctioning cells', 0.91), ('accumulation', 0.8936)]"
174,"Why does ageing manifests differently in humans, even close relatives?",4,"[('relatives', 0.8741), ('humans', 0.8708), ('differently', 0.8646), ('manifests', 0.8579)]","[('ageing manifests', 0.9253), ('manifests differently', 0.9001), ('close relatives', 0.8904), ('differently humans', 0.8847), ('does', 0.8502)]","[('ageing manifests differently', 0.9458), ('humans close relatives', 0.909), ('does ageing', 0.8982), ('differently humans', 0.8847), ('does', 0.8502)]","[('close relatives', 0.8904), ('humans', 0.8708)]","[('close relatives', 0.8904), ('humans', 0.8708)]"
175,Why do genetically identical mice (lab strains) kept in identical conditions (vivariums) exhibit 2-4 fold variation in lifespan? ,4,"[('identical', 0.8878), ('mice', 0.8875), ('variation', 0.8783), ('lifespan', 0.8767), ('vivariums', 0.8537)]","[('identical mice', 0.9225), ('variation lifespan', 0.9123), ('strains kept', 0.8765), ('genetically', 0.869), ('conditions vivariums', 0.8688)]","[('genetically identical mice', 0.9371), ('variation lifespan', 0.9123), ('lab strains kept', 0.8762), ('conditions vivariums', 0.8688), ('fold', 0.8153)]","[('identical mice', 0.9225), ('identical conditions', 0.8944), ('lifespan', 0.8767), ('fold variation', 0.8669), ('lab strains', 0.8622)]","[('identical mice', 0.9225), ('identical conditions', 0.8944), ('lifespan', 0.8767), ('fold variation', 0.8669), ('lab strains', 0.8622)]"
176,How much does ageing increase susceptibility to environmental death causes?,4,"[('causes', 0.8777), ('environmental', 0.873), ('susceptibility', 0.8724), ('increase', 0.8514)]","[('ageing increase', 0.9142), ('increase susceptibility', 0.9011), ('environmental death', 0.8977), ('causes', 0.8777), ('susceptibility', 0.8724)]","[('ageing increase susceptibility', 0.9412), ('environmental death causes', 0.9231), ('susceptibility environmental death', 0.9227), ('increase', 0.8514), ('does', 0.8085)]","[('ageing increase susceptibility', 0.9412), ('environmental death', 0.8977)]","[('environmental death causes', 0.9231), ('susceptibility', 0.8724)]"
177,How much does ageing increase susceptibility to diseases?,4,"[('diseases', 0.8912), ('susceptibility', 0.8897), ('increase', 0.8592), ('does', 0.8232)]","[('ageing increase', 0.9291), ('increase susceptibility', 0.9148), ('susceptibility diseases', 0.9057), ('diseases', 0.8912), ('does', 0.8232)]","[('ageing increase susceptibility', 0.957), ('does ageing increase', 0.9237), ('diseases', 0.8912), ('increase', 0.8592)]","[('ageing increase susceptibility', 0.957), ('diseases', 0.8912)]","[('diseases', 0.8912), ('susceptibility', 0.8897)]"
178,Is ageing a collection of independently developing age-related diseases or is it mediated by common underlying processes?,4,"[('diseases', 0.8909), ('independently', 0.8709), ('processes', 0.8619), ('common', 0.8523)]","[('age related', 0.9139), ('common underlying', 0.9019), ('diseases mediated', 0.8883), ('ageing collection', 0.887), ('collection independently', 0.8555)]","[('age related diseases', 0.9241), ('ageing collection', 0.887), ('mediated common underlying', 0.886), ('collection independently developing', 0.8624), ('processes', 0.8619)]","[('common underlying processes', 0.9167), ('collection', 0.8214)]","[('common underlying processes', 0.9167), ('diseases', 0.8909), ('age', 0.8777), ('collection', 0.8214)]"
179,How much do positive feedback loops and chain reactions contribute to ageing?,4,"[('feedback', 0.8733), ('positive', 0.8526), ('reactions', 0.8457), ('chain', 0.8396)]","[('feedback loops', 0.8987), ('contribute ageing', 0.8953), ('reactions contribute', 0.8771), ('chain reactions', 0.877), ('positive', 0.8526)]","[('positive feedback loops', 0.9189), ('reactions contribute ageing', 0.9083), ('chain reactions', 0.877), ('contribute', 0.8508)]","[('positive feedback loops', 0.9189), ('chain reactions', 0.877)]","[('positive feedback loops', 0.9189), ('chain reactions', 0.877)]"
180,How much of ageing is the result of an evolutionary neglect?,4,"[('neglect', 0.8857), ('evolutionary', 0.8828), ('result', 0.85)]","[('evolutionary neglect', 0.9376), ('ageing result', 0.8982), ('result evolutionary', 0.8979), ('neglect', 0.8857)]","[('result evolutionary neglect', 0.9503), ('ageing result evolutionary', 0.9345), ('neglect', 0.8857), ('evolutionary', 0.8828)]","[('evolutionary neglect', 0.9376), ('result', 0.85)]","[('evolutionary neglect', 0.9376), ('result', 0.85)]"
181,How much of ageing is an evolutionary adaptation?,4,"[('evolutionary', 0.9073), ('adaptation', 0.9057)]","[('ageing evolutionary', 0.9379), ('evolutionary adaptation', 0.937), ('evolutionary', 0.9073), ('adaptation', 0.9057)]","[('ageing evolutionary adaptation', 0.9573), ('ageing evolutionary', 0.9379), ('evolutionary adaptation', 0.937), ('evolutionary', 0.9073)]","[('evolutionary adaptation', 0.937)]","[('evolutionary adaptation', 0.937)]"
182,Can a combination of senolytics with ROCK inhibitors and 5-LOX inhibitors contribute to tissue rejuvenation,4,"[('rejuvenation', 0.8934), ('senolytics', 0.8873), ('tissue', 0.8529), ('lox', 0.8524), ('inhibitors', 0.8317)]","[('tissue rejuvenation', 0.9049), ('combination senolytics', 0.8994), ('rock inhibitors', 0.8877), ('lox', 0.8524), ('contribute', 0.7915)]","[('senolytics rock inhibitors', 0.9315), ('contribute tissue rejuvenation', 0.901), ('lox', 0.8524), ('inhibitors contribute', 0.8358), ('combination', 0.8293)]","[('tissue rejuvenation', 0.9049), ('rock inhibitors', 0.8877), ('senolytics', 0.8873), ('combination', 0.8293)]","[('tissue rejuvenation', 0.9049), ('rock inhibitors', 0.8877), ('senolytics', 0.8873), ('lox inhibitors', 0.8678), ('combination', 0.8293)]"
183,Do the contributors to the ageing process have varying effects on different ethnicities?,4,"[('ethnicities', 0.9033), ('contributors', 0.8622), ('effects', 0.8585), ('process', 0.8281)]","[('different ethnicities', 0.9233), ('contributors ageing', 0.9194), ('ageing process', 0.9047), ('effects', 0.8585), ('process', 0.8281)]","[('effects different ethnicities', 0.9384), ('contributors ageing process', 0.9271), ('ageing process varying', 0.9239), ('different', 0.8688), ('process varying', 0.8497)]","[('different ethnicities', 0.9233), ('ageing process', 0.9047), ('contributors', 0.8622), ('effects', 0.8585)]","[('different ethnicities', 0.9233), ('contributors', 0.8622), ('effects', 0.8585), ('process', 0.8281)]"
184,The separation of epigenetic cellular rejuvenation from reversal of cellular fate.,4,"[('rejuvenation', 0.9221), ('epigenetic', 0.909), ('reversal', 0.9031), ('cellular', 0.8713), ('fate', 0.8541)]","[('cellular rejuvenation', 0.9353), ('epigenetic cellular', 0.9148), ('separation epigenetic', 0.9115), ('reversal', 0.9031), ('fate', 0.8541)]","[('epigenetic cellular rejuvenation', 0.958), ('rejuvenation reversal', 0.9347), ('reversal cellular fate', 0.9292), ('separation epigenetic cellular', 0.929), ('separation', 0.8657)]","[('epigenetic cellular rejuvenation', 0.958), ('reversal', 0.9031), ('cellular fate', 0.8861), ('separation', 0.8657)]","[('epigenetic cellular rejuvenation', 0.958), ('reversal', 0.9031), ('cellular fate', 0.8861), ('separation', 0.8657)]"
185,What controls maximum species lifespan? ,4,"[('lifespan', 0.9037), ('maximum', 0.8984), ('species', 0.8704), ('controls', 0.846)]","[('species lifespan', 0.9196), ('controls maximum', 0.9184), ('maximum species', 0.9081), ('lifespan', 0.9037), ('maximum', 0.8984)]","[('maximum species lifespan', 0.9478), ('controls maximum species', 0.9409), ('lifespan', 0.9037), ('maximum', 0.8984), ('controls', 0.846)]","[('species lifespan', 0.9196)]","[('maximum species lifespan', 0.9478)]"
186,What are the major pathways modulating longevity?,4,"[('pathways', 0.8917), ('modulating', 0.8621), ('major', 0.8371)]","[('modulating longevity', 0.9349), ('pathways modulating', 0.9214), ('major pathways', 0.9128), ('pathways', 0.8917)]","[('pathways modulating longevity', 0.9826), ('modulating longevity', 0.9349), ('major pathways modulating', 0.9339), ('major', 0.8371)]","[('major pathways', 0.9128)]","[('major pathways', 0.9128)]"
